id,sentiment,airline_id,aircraft_type,customer_id,class_id
SENT_15896,Satisfied,WN,Boeing 737,1218,F_CLASS
SENT_15897,Neutral,AS,Canadair CRJ-700,7561,ECO
SENT_15898,Neutral,NK,McDonnell Douglas MD-80,3842,F_CLASS
SENT_15899,Satisfied,UA,Boeing 727,3816,BUS
SENT_15900,Neutral,G7,Canadair CRJ-700,13251,ECO_P
SENT_15901,Neutral,MQ,Embraer ERJ-170,7451,ECO_P
SENT_15902,Satisfied,G7,Canadair CRJ-700,13464,ECO
SENT_15903,Satisfied,EV,ATR 42/72,4996,BUS
SENT_15904,Dissatisfied,AX,Boeing 767,12583,F_CLASS
SENT_15905,Dissatisfied,HA,Airbus A321,490,ECO_P
SENT_15906,Satisfied,AA,Boeing 747,2342,ECO
SENT_15907,Dissatisfied,OO,Canadair CRJ-900,2978,BUS
SENT_15908,Satisfied,EV,ATR 42/72,7506,F_CLASS
SENT_15909,Satisfied,MQ,Embraer ERJ-170,7686,ECO
SENT_15910,Satisfied,G4,McDonnell Douglas MD-80,8305,ECO
SENT_15911,Satisfied,NK,McDonnell Douglas DC-9,7189,ECO
SENT_15912,Satisfied,UA,Boeing 777,2890,F_CLASS
SENT_15913,Satisfied,G7,Mitsubishi MRJ90,13576,ECO
SENT_15914,Satisfied,9E,Canadair CRJ-100 Series,5440,F_CLASS
SENT_15915,Satisfied,EM,McDonnell Douglas MD-11,13888,BUS
SENT_15916,Satisfied,G7,ATR 42/72,14693,BUS
SENT_15917,Satisfied,NK,Airbus A319,9139,ECO
SENT_15918,Neutral,G7,Embraer EMB-120 Brasilia,12369,ECO_P
SENT_15919,Dissatisfied,OH,Airbus A300,12036,F_CLASS
SENT_15920,Satisfied,9K,Airbus A350 XWB,10022,F_CLASS
SENT_15921,Satisfied,PT,Boeing 737,11198,ECO
SENT_15922,Neutral,HA,McDonnell Douglas MD-80,2302,ECO
SENT_15923,Satisfied,NK,Airbus A321,5538,F_CLASS
SENT_15924,Satisfied,OO,Embraer E175-E2,10704,ECO_P
SENT_15925,Neutral,B6,Embraer ERJ-190,6327,ECO_P
SENT_15926,Neutral,AX,Boeing 767,1887,BUS
SENT_15927,Satisfied,9K,Embraer ERJ-170,2337,BUS
SENT_15928,Neutral,F9,Airbus A321,9948,F_CLASS
SENT_15929,Dissatisfied,9K,ATR 42/72,1681,BUS
SENT_15930,Neutral,HA,Airbus A321,328,ECO
SENT_15931,Neutral,9K,Airbus A320,3359,F_CLASS
SENT_15932,Dissatisfied,AX,Boeing 767,7608,ECO_P
SENT_15933,Dissatisfied,C5,Boeing 737,4331,F_CLASS
SENT_15934,Satisfied,UA,Boeing 747,5067,ECO_P
SENT_15935,Neutral,G7,Canadair CRJ-700,792,ECO
SENT_15936,Dissatisfied,KS,Airbus A319,1851,ECO
SENT_15937,Satisfied,HA,Airbus A321,13669,F_CLASS
SENT_15938,Neutral,AA,Embraer ERJ-190,11851,BUS
SENT_15939,Dissatisfied,WN,Boeing 737,7040,ECO
SENT_15940,Neutral,EM,McDonnell Douglas DC-10,360,ECO_P
SENT_15941,Neutral,OH,Boeing 757,4099,BUS
SENT_15942,Dissatisfied,AA,Airbus A330,12665,BUS
SENT_15943,Dissatisfied,AA,British Aerospace BAe 146/Avro RJ,10759,ECO_P
SENT_15944,Dissatisfied,YX,Embraer ERJ-170,7180,ECO_P
SENT_15945,Neutral,EM,Antonov An-124,14618,BUS
SENT_15946,Dissatisfied,AS,Embraer ERJ-170,2846,ECO
SENT_15947,Neutral,G4,Airbus A320,5957,ECO_P
SENT_15948,Dissatisfied,EM,Tupolev Tu-204,815,ECO_P
SENT_15949,Neutral,EV,ATR 42/72,4446,BUS
SENT_15950,Dissatisfied,EM,Tupolev Tu-204,8851,ECO_P
SENT_15951,Dissatisfied,CP,Embraer ERJ-170,107,ECO_P
SENT_15952,Dissatisfied,ZW,Canadair CRJ-100 Series,11274,ECO_P
SENT_15953,Neutral,PT,Boeing 737,11693,BUS
SENT_15954,Dissatisfied,OO,Canadair CRJ-100 Series,3765,ECO
SENT_15955,Neutral,WN,Boeing 737,9581,BUS
SENT_15956,Neutral,PT,Boeing 737,8298,ECO
SENT_15957,Neutral,CP,Canadair CRJ-100 Series,4897,F_CLASS
SENT_15958,Dissatisfied,PT,Boeing 737,9789,ECO_P
SENT_15959,Neutral,HA,Airbus A330,7100,ECO
SENT_15960,Neutral,VX,Airbus A320,8211,F_CLASS
SENT_15961,Dissatisfied,UA,Boeing 747,10330,ECO
SENT_15962,Neutral,AA,Fokker F70 / F100,12236,F_CLASS
SENT_15963,Dissatisfied,F9,Airbus A320,5261,ECO
SENT_15964,Dissatisfied,KS,Airbus A310,3634,BUS
SENT_15965,Neutral,OH,Boeing 757,7946,ECO
SENT_15966,Neutral,QX,Embraer E175,13345,ECO_P
SENT_15967,Neutral,AX,Boeing 767,4276,ECO
SENT_15968,Satisfied,AA,Embraer ERJ-190,14114,BUS
SENT_15969,Satisfied,YV,Canadair CRJ-700,708,ECO
SENT_15970,Neutral,C5,Boeing 737,7086,BUS
SENT_15971,Dissatisfied,YV,Canadair CRJ-900,4566,F_CLASS
SENT_15972,Dissatisfied,9K,ATR 42/72,3314,ECO
SENT_15973,Dissatisfied,9K,Embraer ERJ-170,7980,ECO_P
SENT_15974,Satisfied,EM,Antonov An-124,9445,F_CLASS
SENT_15975,Satisfied,NK,Airbus A321,6668,ECO
SENT_15976,Satisfied,WN,Boeing 737,14965,BUS
SENT_15977,Neutral,9K,Airbus A320,3337,F_CLASS
SENT_15978,Satisfied,HA,McDonnell Douglas MD-80,1273,ECO
SENT_15979,Neutral,VX,Airbus A321,14869,F_CLASS
SENT_15980,Neutral,VX,Airbus A320,3322,F_CLASS
SENT_15981,Satisfied,NK,McDonnell Douglas DC-9,12077,ECO_P
SENT_15982,Dissatisfied,MQ,Embraer ERJ-170,1366,ECO
SENT_15983,Satisfied,WN,Boeing 737,9135,ECO_P
SENT_15984,Satisfied,NK,McDonnell Douglas DC-9,4339,BUS
SENT_15985,Dissatisfied,CP,Canadair CRJ-100 Series,8673,ECO_P
SENT_15986,Neutral,QX,Canadair CRJ-700,8450,ECO
SENT_15987,Satisfied,QX,Embraer E175,8803,ECO_P
SENT_15988,Satisfied,F9,Airbus A319,7447,ECO
SENT_15989,Satisfied,HA,Airbus A330,8450,BUS
SENT_15990,Satisfied,ZW,British Aerospace BAe 146/Avro RJ,6576,F_CLASS
SENT_15991,Neutral,G4,Airbus A319,709,BUS
SENT_15992,Dissatisfied,NK,Airbus A320,1254,F_CLASS
SENT_15993,Satisfied,YV,Canadair CRJ-100 Series,13193,F_CLASS
SENT_15994,Satisfied,9E,Canadair CRJ-100 Series,7430,BUS
SENT_15995,Dissatisfied,UA,Boeing 787 Dreamliner,11935,ECO
SENT_15996,Dissatisfied,HA,McDonnell Douglas DC-9,6224,F_CLASS
SENT_15997,Dissatisfied,ZW,British Aerospace BAe ATP,1257,F_CLASS
SENT_15998,Neutral,WN,Boeing 737,5139,ECO
SENT_15999,Satisfied,MQ,Embraer ERJ-170,7196,BUS
SENT_16000,Neutral,EM,Tupolev Tu-204,14985,ECO
SENT_16001,Dissatisfied,C5,Airbus A321,1285,ECO_P
SENT_16002,Neutral,B6,Airbus A320,240,BUS
SENT_16003,Dissatisfied,EM,McDonnell Douglas DC-10,7074,ECO_P
SENT_16004,Neutral,KS,Boeing 737,10584,ECO_P
SENT_16005,Dissatisfied,AA,Boeing 787 Dreamliner,10316,BUS
SENT_16006,Dissatisfied,AS,Boeing 737,14244,BUS
SENT_16007,Neutral,WN,Boeing 737,630,BUS
SENT_16008,Neutral,9E,Canadair CRJ-100 Series,4794,ECO
SENT_16009,Satisfied,EV,ATR 42/72,9072,ECO_P
SENT_16010,Neutral,G7,ATR 42/72,4675,BUS
SENT_16011,Neutral,B6,Airbus A320,6434,ECO_P
SENT_16012,Dissatisfied,F9,Airbus A321,832,BUS
SENT_16013,Satisfied,OO,Embraer ERJ-170,12433,BUS
SENT_16014,Satisfied,VX,Airbus A321,7490,ECO
SENT_16015,Satisfied,YX,De Havilland Canada DHC-8 Dash 8,1796,ECO
SENT_16016,Dissatisfied,G7,Canadair CRJ-700,14472,ECO
SENT_16017,Neutral,C5,Airbus A321,7102,ECO
SENT_16018,Neutral,AS,Canadair CRJ-700,4717,ECO_P
SENT_16019,Neutral,DL,Airbus A320,1428,ECO
SENT_16020,Neutral,OH,Airbus A300,2560,ECO
SENT_16021,Dissatisfied,B6,Airbus A320,1601,BUS
SENT_16022,Neutral,OO,Mitsubishi MRJ90,1786,F_CLASS
SENT_16023,Neutral,G4,Airbus A320,11471,ECO_P
SENT_16024,Dissatisfied,KS,Airbus A319,10795,ECO
SENT_16025,Dissatisfied,F9,Airbus A320,6734,ECO
SENT_16026,Neutral,OO,Canadair CRJ-100 Series,11180,F_CLASS
SENT_16027,Neutral,B6,Airbus A321,13129,ECO
SENT_16028,Dissatisfied,AS,Boeing 737,14823,F_CLASS
SENT_16029,Dissatisfied,G4,Airbus A319,10457,ECO
SENT_16030,Neutral,KS,Airbus A319,3631,BUS
SENT_16031,Dissatisfied,EM,McDonnell Douglas DC-10,8499,ECO
SENT_16032,Neutral,AA,Embraer ERJ-190,575,F_CLASS
SENT_16033,Neutral,PT,Boeing 737,3318,ECO_P
SENT_16034,Neutral,CP,Embraer ERJ-170,9954,ECO
SENT_16035,Neutral,ZW,Canadair CRJ-100 Series,9535,ECO_P
SENT_16036,Satisfied,ZW,Dornier Do-328,3206,F_CLASS
SENT_16037,Satisfied,ZW,Canadair CRJ-100 Series,9836,BUS
SENT_16038,Satisfied,HA,Airbus A330,9751,ECO
SENT_16039,Dissatisfied,ZW,British Aerospace BAe 146/Avro RJ,2135,BUS
SENT_16040,Satisfied,YV,Canadair CRJ-700,6923,ECO
SENT_16041,Satisfied,B6,Airbus A321,4422,ECO_P
SENT_16042,Neutral,ZW,British Aerospace BAe 146/Avro RJ,5182,F_CLASS
SENT_16043,Neutral,KS,Airbus A310,11643,ECO
SENT_16044,Satisfied,UA,Boeing 767,12822,BUS
SENT_16045,Satisfied,YV,Embraer ERJ-170,8383,BUS
SENT_16046,Dissatisfied,AA,McDonnell Douglas MD-80,2708,ECO_P
SENT_16047,Dissatisfied,HA,Boeing 717,3618,F_CLASS
SENT_16048,Satisfied,ZW,British Aerospace BAe ATP,11242,ECO_P
SENT_16049,Satisfied,EV,ATR 42/72,4164,ECO
SENT_16050,Satisfied,G7,Canadair CRJ-900,6614,BUS
SENT_16051,Satisfied,PT,Boeing 737,5623,ECO_P
SENT_16052,Neutral,B6,Embraer ERJ-190,12238,ECO_P
SENT_16053,Neutral,HA,Boeing 717,4740,BUS
SENT_16054,Satisfied,9E,Canadair CRJ-900,6627,BUS
SENT_16055,Dissatisfied,KS,Boeing 737,4148,ECO
SENT_16056,Dissatisfied,YX,Embraer ERJ-170,7163,ECO_P
SENT_16057,Satisfied,QX,De Havilland Canada DHC-8 Dash 8,11127,BUS
SENT_16058,Satisfied,EM,Tupolev Tu-204,11589,F_CLASS
SENT_16059,Dissatisfied,PT,Boeing 737,9394,F_CLASS
SENT_16060,Dissatisfied,UA,Boeing 727,6964,ECO
SENT_16061,Neutral,PT,Boeing 737,4156,ECO_P
SENT_16062,Satisfied,9K,Embraer ERJ-190,10685,ECO
SENT_16063,Dissatisfied,C5,Airbus A321,1342,BUS
SENT_16064,Satisfied,F9,Airbus A321,13862,BUS
SENT_16065,Dissatisfied,9K,Embraer ERJ-170,11967,F_CLASS
SENT_16066,Neutral,F9,Airbus A319,13498,ECO_P
SENT_16067,Dissatisfied,F9,Airbus A319,1227,ECO_P
SENT_16068,Satisfied,DL,Boeing 717,7794,ECO
SENT_16069,Dissatisfied,AA,Boeing 737,14742,BUS
SENT_16070,Dissatisfied,YV,Embraer ERJ-170,5153,ECO_P
SENT_16071,Satisfied,G4,McDonnell Douglas DC-9,3120,ECO
SENT_16072,Neutral,WN,Boeing 737,7327,ECO_P
SENT_16073,Neutral,UA,McDonnell Douglas DC-10,12822,BUS
SENT_16074,Dissatisfied,9E,Canadair CRJ-900,230,F_CLASS
SENT_16075,Neutral,G7,Embraer EMB-120 Brasilia,12980,ECO
SENT_16076,Dissatisfied,HA,Airbus A321,10321,ECO
SENT_16077,Dissatisfied,9E,Canadair CRJ-900,179,ECO_P
SENT_16078,Neutral,AS,Boeing 737,951,ECO
SENT_16079,Dissatisfied,PT,Boeing 737,9493,BUS
SENT_16080,Satisfied,EM,Tupolev Tu-204,4818,BUS
SENT_16081,Dissatisfied,VX,Airbus A319,1126,ECO_P
SENT_16082,Satisfied,ZW,British Aerospace BAe 146/Avro RJ,758,ECO
SENT_16083,Neutral,EV,ATR 42/72,10118,F_CLASS
SENT_16084,Satisfied,9E,Canadair CRJ-900,1863,F_CLASS
SENT_16085,Satisfied,F9,Boeing 737,11736,ECO
SENT_16086,Satisfied,CP,Embraer ERJ-170,7411,F_CLASS
SENT_16087,Satisfied,PT,Boeing 737,11670,F_CLASS
SENT_16088,Satisfied,UA,Boeing 777,4192,F_CLASS
SENT_16089,Neutral,VX,Airbus A319,13295,BUS
SENT_16090,Dissatisfied,EM,Antonov An-124,7317,BUS
SENT_16091,Satisfied,MQ,Embraer ERJ-170,6473,ECO_P
SENT_16092,Neutral,PT,Boeing 737,2296,BUS
SENT_16093,Dissatisfied,YX,Embraer ERJ-170,12431,ECO
SENT_16094,Satisfied,CP,Canadair CRJ-100 Series,8959,ECO_P
SENT_16095,Neutral,PT,Boeing 737,14099,BUS
SENT_16096,Neutral,9K,Airbus A320,4489,BUS
SENT_16097,Neutral,VX,Airbus A320,13396,ECO
SENT_16098,Satisfied,F9,Airbus A318,14986,BUS
SENT_16099,Dissatisfied,WN,Boeing 737,9108,ECO
SENT_16100,Neutral,KS,Airbus A319,1050,ECO
SENT_16101,Dissatisfied,DL,Boeing 727,2808,F_CLASS
SENT_16102,Dissatisfied,CP,Canadair CRJ-100 Series,11923,BUS
SENT_16103,Dissatisfied,AS,McDonnell Douglas MD-80,13236,ECO
SENT_16104,Dissatisfied,PT,Boeing 737,13760,BUS
SENT_16105,Satisfied,OH,Boeing 757,12226,ECO
SENT_16106,Dissatisfied,QX,Embraer E175,13161,F_CLASS
SENT_16107,Satisfied,C5,Boeing 737,4698,BUS
SENT_16108,Satisfied,G7,Embraer ERJ-145,8146,BUS
SENT_16109,Neutral,OO,Mitsubishi MRJ90,9166,BUS
SENT_16110,Satisfied,C5,Airbus A321,11770,ECO
SENT_16111,Neutral,OH,Airbus A300,341,BUS
SENT_16112,Satisfied,CP,Canadair CRJ-100 Series,14148,ECO_P
SENT_16113,Satisfied,C5,Boeing 737,12437,F_CLASS
SENT_16114,Satisfied,ZW,De Havilland Canada DHC-8 Dash 8,4773,BUS
SENT_16115,Satisfied,MQ,Embraer ERJ-170,7529,BUS
SENT_16116,Dissatisfied,9E,Canadair CRJ-900,6831,ECO
SENT_16117,Satisfied,OO,Embraer ERJ-170,1940,BUS
SENT_16118,Dissatisfied,F9,De Havilland Canada DHC-8 Dash 8,13079,ECO
SENT_16119,Neutral,AA,Airbus A319,10918,ECO_P
SENT_16120,Satisfied,MQ,Embraer ERJ-170,721,F_CLASS
SENT_16121,Neutral,G7,Canadair CRJ-900,6863,ECO_P
SENT_16122,Neutral,NK,Airbus A319,3592,F_CLASS
SENT_16123,Dissatisfied,CP,Embraer ERJ-170,10043,BUS
SENT_16124,Neutral,KS,Airbus A320,10392,ECO_P
SENT_16125,Satisfied,AX,Boeing 767,13557,ECO_P
SENT_16126,Satisfied,F9,Airbus A321,217,ECO_P
SENT_16127,Neutral,AA,Boeing 777,3959,BUS
SENT_16128,Neutral,OH,Boeing 757,907,BUS
SENT_16129,Neutral,9E,Canadair CRJ-900,7093,F_CLASS
SENT_16130,Dissatisfied,HA,McDonnell Douglas MD-80,13818,BUS
SENT_16131,Dissatisfied,AA,Airbus A350 XWB,10097,BUS
SENT_16132,Dissatisfied,PT,Boeing 737,4212,F_CLASS
SENT_16133,Dissatisfied,OH,Boeing 757,14125,BUS
SENT_16134,Dissatisfied,AA,British Aerospace BAe 146/Avro RJ,4069,BUS
SENT_16135,Satisfied,G4,Airbus A319,1321,ECO_P
SENT_16136,Neutral,NK,Airbus A319,1747,F_CLASS
SENT_16137,Neutral,KS,Airbus A320,10526,ECO
SENT_16138,Neutral,NK,Airbus A320,9679,ECO_P
SENT_16139,Satisfied,EV,ATR 42/72,7205,BUS
SENT_16140,Satisfied,OO,Canadair CRJ-900,571,ECO_P
SENT_16141,Satisfied,QX,De Havilland Canada DHC-8 Dash 8,13870,ECO_P
SENT_16142,Satisfied,WN,Boeing 737,4610,F_CLASS
SENT_16143,Dissatisfied,YX,Embraer ERJ-190,6769,ECO
SENT_16144,Neutral,NK,Airbus A319,3660,BUS
SENT_16145,Satisfied,AX,Boeing 767,12718,ECO
SENT_16146,Satisfied,AX,Boeing 767,4049,ECO
SENT_16147,Satisfied,MQ,Embraer ERJ-170,2939,ECO_P
SENT_16148,Satisfied,YX,Embraer ERJ-170,5860,BUS
SENT_16149,Satisfied,9E,Canadair CRJ-100 Series,7860,ECO
SENT_16150,Dissatisfied,F9,Airbus A320,5949,ECO_P
SENT_16151,Satisfied,OO,Canadair CRJ-700,3453,BUS
SENT_16152,Satisfied,G4,Airbus A319,3865,ECO_P
SENT_16153,Neutral,OH,Airbus A300,11016,BUS
SENT_16154,Neutral,YX,Embraer ERJ-170,12797,F_CLASS
SENT_16155,Satisfied,VX,Airbus A320,5217,F_CLASS
SENT_16156,Dissatisfied,NK,Airbus A320,8318,F_CLASS
SENT_16157,Neutral,NK,Airbus A320,13165,BUS
SENT_16158,Satisfied,G4,McDonnell Douglas DC-9,12386,BUS
SENT_16159,Satisfied,QX,Dornier Do-328,5844,F_CLASS
SENT_16160,Satisfied,WN,Boeing 737,12044,F_CLASS
SENT_16161,Satisfied,PT,Boeing 737,13032,ECO_P
SENT_16162,Satisfied,OO,Canadair CRJ-900,1565,F_CLASS
SENT_16163,Satisfied,KS,Airbus A320,4024,ECO_P
SENT_16164,Satisfied,UA,Airbus A319,969,BUS
SENT_16165,Dissatisfied,B6,Embraer ERJ-190,3921,BUS
SENT_16166,Satisfied,DL,McDonnell Douglas DC-8,6124,ECO
SENT_16167,Neutral,WN,Boeing 737,14459,ECO
SENT_16168,Neutral,PT,Boeing 737,4165,ECO_P
SENT_16169,Dissatisfied,C5,Boeing 737,8669,BUS
SENT_16170,Satisfied,AS,Embraer ERJ-170,4794,BUS
SENT_16171,Satisfied,G4,McDonnell Douglas DC-9,835,F_CLASS
SENT_16172,Neutral,AS,Canadair CRJ-700,14391,ECO
SENT_16173,Dissatisfied,F9,Airbus A320,9189,F_CLASS
SENT_16174,Dissatisfied,F9,De Havilland Canada DHC-8 Dash 8,14547,BUS
SENT_16175,Satisfied,YX,Embraer ERJ-170,5494,ECO_P
SENT_16176,Satisfied,G4,Airbus A320,2084,F_CLASS
SENT_16177,Satisfied,DL,Airbus A350 XWB,12684,F_CLASS
SENT_16178,Satisfied,B6,Airbus A320,3405,BUS
SENT_16179,Satisfied,CP,Canadair CRJ-100 Series,10481,ECO_P
SENT_16180,Neutral,NK,McDonnell Douglas MD-80,86,ECO_P
SENT_16181,Neutral,G7,Embraer ERJ-145,13783,BUS
SENT_16182,Dissatisfied,PT,Boeing 737,6147,ECO
SENT_16183,Neutral,WN,Boeing 737,4532,BUS
SENT_16184,Satisfied,AA,Boeing 737,6313,F_CLASS
SENT_16185,Satisfied,KS,Fokker F70 / F100,12636,BUS
SENT_16186,Neutral,B6,Embraer ERJ-190,10078,F_CLASS
SENT_16187,Neutral,9E,Canadair CRJ-900,3872,F_CLASS
SENT_16188,Neutral,KS,Airbus A310,4662,F_CLASS
SENT_16189,Satisfied,UA,Boeing 787 Dreamliner,1288,F_CLASS
SENT_16190,Satisfied,MQ,Embraer ERJ-170,6883,F_CLASS
SENT_16191,Dissatisfied,NK,Airbus A320,8498,F_CLASS
SENT_16192,Satisfied,VX,Airbus A320,10813,F_CLASS
SENT_16193,Satisfied,EM,McDonnell Douglas MD-11,6422,F_CLASS
SENT_16194,Satisfied,AS,Canadair CRJ-700,12332,F_CLASS
SENT_16195,Dissatisfied,HA,McDonnell Douglas DC-9,7939,ECO_P
SENT_16196,Satisfied,VX,Airbus A319,1621,ECO
SENT_16197,Satisfied,MQ,Embraer ERJ-170,14357,BUS
SENT_16198,Dissatisfied,KS,Airbus A319,1726,BUS
SENT_16199,Dissatisfied,DL,McDonnell Douglas MD-11,11217,BUS
SENT_16200,Dissatisfied,OH,Boeing 757,7395,F_CLASS
SENT_16201,Neutral,OH,Airbus A300,11385,F_CLASS
SENT_16202,Neutral,WN,Boeing 737,14019,ECO
SENT_16203,Dissatisfied,AA,Boeing 757,11644,BUS
SENT_16204,Dissatisfied,AX,Boeing 767,4156,ECO_P
SENT_16205,Dissatisfied,MQ,Embraer ERJ-170,9063,F_CLASS
SENT_16206,Neutral,9K,Airbus A320,7254,BUS
SENT_16207,Dissatisfied,OH,Airbus A300,14507,BUS
SENT_16208,Neutral,C5,Boeing 737,6459,BUS
SENT_16209,Dissatisfied,YX,Embraer ERJ-190,14329,ECO
SENT_16210,Neutral,UA,Boeing 747,9741,ECO
SENT_16211,Neutral,AA,McDonnell Douglas DC-8,6330,F_CLASS
SENT_16212,Satisfied,CP,Canadair CRJ-100 Series,14930,BUS
SENT_16213,Neutral,KS,Boeing 737,4356,BUS
SENT_16214,Dissatisfied,G4,McDonnell Douglas DC-9,1011,ECO
SENT_16215,Neutral,AA,British Aerospace BAe 146/Avro RJ,12954,ECO_P
SENT_16216,Satisfied,HA,McDonnell Douglas MD-80,11569,ECO_P
SENT_16217,Dissatisfied,ZW,Canadair CRJ-100 Series,7932,ECO
SENT_16218,Satisfied,QX,Dornier Do-328,1643,BUS
SENT_16219,Satisfied,EM,Antonov An-124,8722,BUS
SENT_16220,Dissatisfied,YX,Embraer ERJ-190,12561,F_CLASS
SENT_16221,Satisfied,PT,Boeing 737,3882,F_CLASS
SENT_16222,Neutral,MQ,Embraer ERJ-170,12465,BUS
SENT_16223,Satisfied,VX,Airbus A320,10690,BUS
SENT_16224,Neutral,KS,Airbus A320,9931,ECO
SENT_16225,Satisfied,MQ,Embraer ERJ-170,12654,ECO
SENT_16226,Satisfied,VX,Airbus A319,5132,BUS
SENT_16227,Neutral,QX,Dornier Do-328,835,ECO
SENT_16228,Dissatisfied,YV,Canadair CRJ-100 Series,14975,BUS
SENT_16229,Satisfied,C5,Boeing 737,1171,F_CLASS
SENT_16230,Neutral,NK,Airbus A320,11661,ECO
SENT_16231,Neutral,MQ,Embraer ERJ-170,4559,F_CLASS
SENT_16232,Dissatisfied,G4,Airbus A319,1920,ECO
SENT_16233,Satisfied,G7,Mitsubishi MRJ90,8492,F_CLASS
SENT_16234,Satisfied,9E,Canadair CRJ-900,8930,F_CLASS
SENT_16235,Neutral,PT,Boeing 737,10951,BUS
SENT_16236,Neutral,KS,Airbus A310,12314,ECO_P
SENT_16237,Dissatisfied,9E,Canadair CRJ-100 Series,5464,BUS
SENT_16238,Dissatisfied,VX,Airbus A320,2816,BUS
SENT_16239,Satisfied,G4,McDonnell Douglas MD-80,5649,BUS
SENT_16240,Satisfied,EM,Tupolev Tu-204,789,BUS
SENT_16241,Satisfied,OO,Canadair CRJ-900,3858,ECO_P
SENT_16242,Dissatisfied,AA,Airbus A319,11172,F_CLASS
SENT_16243,Satisfied,AS,Boeing 737,4728,ECO_P
SENT_16244,Satisfied,EM,Tupolev Tu-204,10687,ECO
SENT_16245,Satisfied,OH,Airbus A300,14604,ECO
SENT_16246,Neutral,YX,Embraer ERJ-190,13276,F_CLASS
SENT_16247,Satisfied,WN,Boeing 737,1271,F_CLASS
SENT_16248,Satisfied,PT,Boeing 737,1016,F_CLASS
SENT_16249,Neutral,YX,De Havilland Canada DHC-8 Dash 8,8076,BUS
SENT_16250,Satisfied,EM,Antonov An-124,5367,ECO
SENT_16251,Dissatisfied,YX,De Havilland Canada DHC-8 Dash 8,1296,F_CLASS
SENT_16252,Satisfied,WN,Boeing 737,13336,F_CLASS
SENT_16253,Satisfied,UA,Airbus A319,4948,BUS
SENT_16254,Satisfied,G4,Airbus A320,4156,BUS
SENT_16255,Satisfied,WN,Boeing 737,480,BUS
SENT_16256,Satisfied,C5,Airbus A321,2976,ECO_P
SENT_16257,Satisfied,UA,Boeing 787 Dreamliner,3289,F_CLASS
SENT_16258,Satisfied,OH,Boeing 757,7,ECO_P
SENT_16259,Satisfied,OO,Mitsubishi MRJ90,14998,ECO
SENT_16260,Satisfied,OO,Canadair CRJ-100 Series,1866,ECO
SENT_16261,Neutral,UA,Boeing 727,7491,ECO_P
SENT_16262,Satisfied,HA,Boeing 767,9079,F_CLASS
SENT_16263,Neutral,B6,Embraer ERJ-190,12873,F_CLASS
SENT_16264,Dissatisfied,WN,Boeing 737,3556,ECO_P
SENT_16265,Dissatisfied,OO,Embraer ERJ-170,5709,ECO_P
SENT_16266,Dissatisfied,B6,Airbus A320,5479,F_CLASS
SENT_16267,Neutral,G7,Canadair CRJ-700,2745,F_CLASS
SENT_16268,Dissatisfied,EV,ATR 42/72,588,ECO_P
SENT_16269,Satisfied,EV,ATR 42/72,9765,F_CLASS
SENT_16270,Neutral,YV,Canadair CRJ-100 Series,8662,BUS
SENT_16271,Neutral,YX,Embraer ERJ-170,9808,ECO
SENT_16272,Dissatisfied,CP,Embraer ERJ-170,8807,F_CLASS
SENT_16273,Neutral,HA,Airbus A330,14774,F_CLASS
SENT_16274,Neutral,EV,ATR 42/72,3641,BUS
SENT_16275,Satisfied,UA,Boeing 787 Dreamliner,7299,BUS
SENT_16276,Dissatisfied,F9,Airbus A318,2021,ECO
SENT_16277,Dissatisfied,QX,Embraer E175,13721,BUS
SENT_16278,Dissatisfied,WN,Boeing 737,11959,F_CLASS
SENT_16279,Neutral,AS,Embraer ERJ-170,5505,F_CLASS
SENT_16280,Dissatisfied,AS,McDonnell Douglas MD-80,6694,ECO
SENT_16281,Dissatisfied,AX,Boeing 767,13955,BUS
SENT_16282,Neutral,UA,Airbus A320,12088,ECO
SENT_16283,Dissatisfied,G4,Boeing 757,5410,ECO
SENT_16284,Neutral,KS,Airbus A319,5154,ECO_P
SENT_16285,Dissatisfied,CP,Embraer ERJ-170,6978,ECO
SENT_16286,Neutral,9K,ATR 42/72,14312,BUS
SENT_16287,Dissatisfied,AA,Boeing 787 Dreamliner,13866,BUS
SENT_16288,Dissatisfied,NK,Airbus A319,3482,BUS
SENT_16289,Dissatisfied,G7,Canadair CRJ-700,710,ECO_P
SENT_16290,Neutral,C5,Airbus A321,9602,F_CLASS
SENT_16291,Satisfied,VX,Airbus A321,5996,F_CLASS
SENT_16292,Neutral,9E,Canadair CRJ-100 Series,11924,ECO
SENT_16293,Dissatisfied,EV,ATR 42/72,8879,F_CLASS
SENT_16294,Dissatisfied,YV,Embraer ERJ-145,2108,F_CLASS
SENT_16295,Satisfied,9E,Canadair CRJ-100 Series,2542,F_CLASS
SENT_16296,Satisfied,9K,Airbus A330,11011,ECO
SENT_16297,Dissatisfied,UA,Boeing 747,11236,BUS
SENT_16298,Dissatisfied,AX,Boeing 767,7833,BUS
SENT_16299,Neutral,MQ,Embraer ERJ-170,9921,ECO
SENT_16300,Dissatisfied,AA,McDonnell Douglas MD-80,14868,F_CLASS
SENT_16301,Satisfied,YX,De Havilland Canada DHC-8 Dash 8,6261,ECO_P
SENT_16302,Satisfied,HA,McDonnell Douglas DC-9,7105,BUS
SENT_16303,Satisfied,EM,Tupolev Tu-204,11488,ECO
