booking_id,customer_id,flight_id,origin_airport,dest_airport,NumTicketsOrdered,PricePerTicket
639199,F_CLASS,5018,JFK,SLC,1,179
639242,ECO_P,142,JFK,SLC,1,422
639284,F_CLASS,293,SLC,JFK,2,136
639327,F_CLASS,768,JFK,SLC,1,173.5
639369,F_CLASS,2077,JFK,SLC,2,201
639412,BUS,2490,SLC,JFK,1,228.5
639454,ECO_P,3625,SLC,JFK,1,278.5
639497,BUS,435,JFK,SLC,1,420
639539,ECO,1906,JFK,SMF,7,213
639582,BUS,1944,JFK,SMF,1,431
639624,F_CLASS,3818,SMF,JFK,12,167.5
639667,BUS,4707,JFK,SMF,1,214.5
639709,ECO_P,2258,JFK,SMF,1,258.5
639752,BUS,4918,SMF,JFK,1,332.5
639794,ECO,2718,JFK,SRQ,1,161
639837,ECO,4471,JFK,SRQ,1,295
639879,ECO_P,3487,JFK,SRQ,1,679
639922,F_CLASS,5036,SRQ,JFK,1,129.5
639964,ECO,3760,SRQ,JFK,1,153.5
640007,ECO,7379,JFK,SRQ,11,178
640049,ECO_P,6246,JFK,SRQ,4,200
640092,BUS,20,SRQ,JFK,1,231.5
640134,ECO_P,5396,SRQ,JFK,1,252
640177,BUS,3287,JFK,SRQ,2,285.5
640219,ECO,209,JFK,SRQ,1,320.5
640262,ECO_P,2586,SRQ,JFK,1,365
640304,F_CLASS,6068,SRQ,JFK,1,489.5
640347,F_CLASS,1600,JFK,SYR,7,150
640389,ECO_P,1197,JFK,SYR,1,685
640432,F_CLASS,7373,SYR,JFK,2,96
640474,BUS,1425,SYR,JFK,1,128
640517,ECO,2245,JFK,SYR,1,210
640559,BUS,1700,JFK,TPA,1,146
640602,F_CLASS,3598,JFK,TPA,2,210
640644,BUS,6157,JFK,TPA,2,283
640687,F_CLASS,3410,JFK,TPA,4,369
640729,BUS,5066,JFK,TPA,1,551
640772,BUS,2880,TPA,EWR,1,99.6
640814,ECO,486,TPA,EWR,2,202.19
640857,ECO,3885,JFK,TPA,1,350.39
640899,BUS,1833,JFK,TPA,1,349.8
640942,F_CLASS,3635,TPA,JFK,1,106
640984,ECO_P,2052,TPA,JFK,5,121
641027,ECO_P,2310,JFK,TPA,7,134
641069,ECO,1085,JFK,TPA,2,148
641112,ECO_P,3665,TPA,JFK,2,162.5
641154,F_CLASS,873,TPA,JFK,1,174.5
641197,F_CLASS,3033,JFK,TPA,1,188.5
641239,ECO_P,5037,JFK,TPA,3,201
641282,ECO_P,18,TPA,JFK,5,214
641324,ECO_P,6141,TPA,JFK,8,228
641367,F_CLASS,2894,JFK,TPA,5,245
641409,ECO,2803,JFK,TPA,1,260
641452,ECO,2451,TPA,JFK,3,277.5
641494,ECO,4326,TPA,JFK,2,301
641537,ECO,160,JFK,TPA,1,331.5
641579,F_CLASS,2088,JFK,TPA,1,365
641622,F_CLASS,3603,TPA,JFK,1,435
641664,ECO_P,495,LAS,BOS,4,201
641707,F_CLASS,5617,LAS,BOS,3,295
641749,BUS,7410,LAS,BOS,6,422
641792,BUS,4530,LAS,BOS,13,598
641834,ECO,5242,LAS,BOS,2,150
641877,F_CLASS,1002,BOS,LAS,1,200
641919,F_CLASS,5883,BOS,LAS,1,295
641962,BUS,1391,LAS,BOS,1,510.5
642004,BUS,5657,LAS,FLL,11,182
642047,BUS,3881,LAS,FLL,3,423
642089,BUS,1517,FLL,LAS,3,132
642132,ECO,2348,LAS,FLL,1,169
642174,ECO_P,6065,LAS,FLL,1,228.5
642217,ECO,2651,LAS,JFK,6,141
642259,ECO_P,5427,LAS,JFK,3,241
642302,BUS,2828,LAS,JFK,3,340
642344,F_CLASS,1965,LAS,JFK,3,573
642387,F_CLASS,2267,LAS,JFK,1,94.5
642429,F_CLASS,3659,LAS,JFK,6,131
642472,F_CLASS,6184,JFK,LAS,1,152.5
642514,BUS,5750,JFK,LAS,1,177
642557,F_CLASS,2819,LAS,JFK,1,231.5
642599,ECO,4748,LAS,JFK,1,369.5
642642,F_CLASS,1309,JFK,LAX,1,251.54
642684,ECO_P,2009,LAS,LGB,2,94
642727,F_CLASS,4194,LAS,LGB,4,164
642769,BUS,3002,LAS,LGB,6,56.5
642812,BUS,3751,LGB,LAS,2,68.5
642854,ECO_P,2405,LGB,LAS,1,80.5
642897,BUS,5558,LAS,LGB,5,99.5
642939,BUS,1911,LAS,LGB,1,147
642982,BUS,1285,LAX,BOS,1,141
643024,ECO,5047,LAX,BOS,1,224
643067,F_CLASS,1373,LAX,BOS,1,328
643109,BUS,5827,LAX,BOS,9,496
643152,ECO_P,4091,LAX,BOS,1,733
643194,ECO,7420,BOS,LAX,2,115.5
643237,BUS,5667,BOS,LAX,1,153.5
643279,BUS,709,BOS,LAX,2,175.5
643322,ECO_P,5268,LAX,BOS,2,194.5
643364,F_CLASS,2399,LAX,BOS,4,214.5
643407,BUS,1651,BOS,LAX,1,237.5
643449,ECO_P,3762,BOS,LAX,3,263
643492,ECO,4178,LAX,BOS,1,316
643534,ECO,5272,LAX,BOS,1,392
643577,F_CLASS,4798,BOS,LAX,1,604.5
643619,ECO_P,3396,BOS,LGB,1,219.62
643662,F_CLASS,1370,LAX,BUF,4,242
643704,BUS,4648,JFK,LAX,1,172.96
643747,ECO_P,1383,LAX,BUF,3,170
643789,ECO_P,3156,LAX,BUF,1,230
643832,ECO_P,2477,BUF,LAX,1,326.5
643874,BUS,5136,LAX,FLL,1,219
643917,ECO_P,3656,LAX,FLL,1,442
643959,ECO,2759,JFK,LAX,1,177
644002,ECO,3230,FLL,LAX,4,154
644044,ECO,2819,FLL,LAX,1,177
644087,F_CLASS,4557,LAX,FLL,3,198
644129,BUS,766,LAX,FLL,1,225
644172,ECO_P,5461,FLL,LAX,1,251
644214,F_CLASS,5036,FLL,LAX,3,287.5
644257,F_CLASS,5859,LAX,FLL,1,335.5
644299,BUS,5211,LAX,FLL,1,409.5
644342,F_CLASS,3395,FLL,LAX,1,536.5
644384,BUS,7363,FLL,LAX,1,772.5
644427,ECO,2888,LAX,FLL,1,249.85
644469,ECO_P,5578,LAX,JFK,1,202
644512,ECO,5035,LAX,JFK,3,295
644554,ECO,5734,LAX,JFK,1,381
644597,BUS,4477,LAX,JFK,1,515
644639,BUS,335,LAX,JFK,1,720
644682,ECO,5584,JFK,BUR,3,140.22
644724,F_CLASS,5463,JFK,BUR,1,335.32
644767,ECO,61,LAX,JFK,1,132.5
644809,ECO,4431,LAX,JFK,3,151
644852,F_CLASS,4744,JFK,LAX,12,171
644894,ECO_P,2081,JFK,LAX,3,187.5
644937,ECO_P,4601,JFK,LAX,1,201.5
644979,BUS,482,JFK,LAX,9,214.5
645022,ECO,3769,LAX,JFK,7,228.5
645064,ECO_P,2699,LAX,JFK,4,241.5
645107,ECO,4887,JFK,LAX,1,255
645149,ECO,3644,JFK,LAX,2,270
645192,BUS,5999,LAX,JFK,1,286.5
645234,F_CLASS,5423,LAX,JFK,1,303.5
645277,ECO_P,425,JFK,LAX,1,322
645319,BUS,3908,JFK,LAX,1,343
645362,ECO_P,1499,LAX,JFK,1,366
645404,ECO_P,5264,LAX,JFK,1,393
645447,F_CLASS,855,JFK,LAX,2,445
645489,F_CLASS,2626,JFK,LAX,1,535.5
645532,BUS,1418,LAX,JFK,1,711
645574,BUS,5758,LAX,JFK,1,170.5
645617,F_CLASS,5951,JFK,LGB,1,212.57
645659,ECO_P,1077,LAX,MCO,4,87
645702,ECO_P,4518,LAX,MCO,2,188
645744,F_CLASS,2923,LAX,MCO,1,343
645787,ECO_P,466,MCO,LAX,1,97.5
645829,ECO,4561,MCO,LAX,1,123
645872,ECO,4307,LAX,MCO,2,140.5
645914,F_CLASS,24,LAX,MCO,2,161
645957,ECO_P,3695,MCO,LAX,1,177.5
645999,ECO_P,4551,MCO,LAX,1,199.5
646042,F_CLASS,3612,LAX,MCO,1,232.5
646084,ECO,4936,LGA,BOS,2,64
646127,ECO,2373,LGA,BOS,1,165
646169,F_CLASS,1407,LGA,BOS,1,350
646212,F_CLASS,702,BOS,EWR,1,154.17
646254,ECO,5091,BOS,JFK,1,103.33
646297,F_CLASS,3445,BOS,LGA,7,57
646339,F_CLASS,1445,BOS,LGA,3,83
646382,BUS,297,LGA,BOS,2,112
646424,ECO_P,1025,LGA,BOS,1,165
646467,F_CLASS,189,BOS,LGA,1,333
646509,ECO,6252,LGA,FLL,1,115
646552,ECO,5123,LGA,FLL,2,192
646594,BUS,483,LGA,FLL,1,274
646637,BUS,2196,LGA,FLL,1,371
646679,ECO,3176,LGA,FLL,1,533
646722,ECO,4807,LGA,FLL,2,56.87
646764,BUS,1066,LGA,FLL,1,111.57
646807,BUS,291,FLL,EWR,1,168.13
646849,ECO,2563,FLL,EWR,1,248.72
646892,ECO_P,1700,LGA,FLL,1,221.84
646934,ECO_P,2007,FLL,JFK,1,103.66
646977,ECO_P,131,LGA,FLL,1,133.94
647019,ECO_P,2180,LGA,FLL,1,160.52
647062,BUS,5530,FLL,JFK,4,187.39
647104,F_CLASS,2112,FLL,JFK,1,224.27
647147,F_CLASS,5613,LGA,FLL,1,314.02
647189,BUS,1765,LGA,FLL,1,427.39
647232,ECO_P,5806,FLL,LGA,1,70
647274,ECO,6155,FLL,LGA,1,101.5
647317,F_CLASS,2334,LGA,FLL,2,117
647359,ECO_P,5893,LGA,FLL,4,131.5
647402,BUS,4891,FLL,LGA,12,144.5
647444,ECO_P,1144,FLL,LGA,2,158.5
647487,F_CLASS,5661,LGA,FLL,1,173.5
647529,BUS,5492,LGA,FLL,9,188
647572,ECO,5262,FLL,LGA,4,202
647614,BUS,3946,FLL,LGA,2,219.5
647657,ECO_P,4894,LGA,FLL,2,237
647699,ECO,2481,LGA,FLL,1,257.5
647742,ECO_P,2548,FLL,LGA,1,280
647784,BUS,5038,FLL,LGA,4,301.5
647827,ECO_P,1862,LGA,FLL,1,323
647869,F_CLASS,781,LGA,FLL,2,355
647912,BUS,5332,FLL,LGA,1,405
647954,ECO_P,3706,FLL,LGA,1,476
647997,ECO,170,LGA,MCO,2,96
648039,F_CLASS,3964,LGA,MCO,15,178
648082,BUS,5397,LGA,MCO,3,274
648124,BUS,3808,LGA,MCO,2,372
648167,F_CLASS,3365,LGA,MCO,1,668
648209,ECO_P,4267,MCO,EWR,1,71.01
648252,F_CLASS,4665,LGA,MCO,1,128.88
648294,ECO_P,3391,LGA,MCO,1,214.47
648337,ECO,2934,MCO,HPN,1,245.28
648379,ECO,4795,MCO,JFK,1,103.67
648422,ECO,4224,LGA,MCO,10,136.43
648464,F_CLASS,2843,LGA,MCO,1,169.54
648507,ECO,4624,MCO,JFK,1,219.3
648549,BUS,638,MCO,JFK,1,278.12
648592,F_CLASS,5627,LGA,MCO,2,57
648634,BUS,4555,LGA,MCO,3,83.5
648677,ECO,22,MCO,LGA,2,101.5
648719,ECO_P,2951,MCO,LGA,5,116.5
648762,ECO,1896,LGA,MCO,3,132.5
648804,ECO_P,3447,LGA,MCO,1,145.5
648847,ECO,3670,MCO,LGA,1,160.5
648889,ECO_P,3220,MCO,LGA,2,174.5
648932,BUS,782,LGA,MCO,4,192
648974,F_CLASS,1384,LGA,MCO,1,208
649017,ECO,2208,MCO,LGA,4,227
649059,F_CLASS,5345,MCO,LGA,1,247
649102,BUS,655,LGA,MCO,1,272
649144,ECO,6241,LGA,MCO,2,294.5
649187,ECO_P,166,MCO,LGA,2,327
649229,ECO_P,430,MCO,LGA,1,364.5
649272,F_CLASS,7411,LGA,MCO,1,428
649314,F_CLASS,1501,LGA,PBI,7,96
649357,BUS,681,LGA,PBI,1,167
649399,ECO,2189,LGA,PBI,2,234
649442,ECO,5322,LGA,PBI,5,318
649484,ECO,3952,LGA,PBI,1,455
649527,BUS,834,LGA,PBI,1,829
649569,F_CLASS,4503,PBI,EWR,1,142.17
649612,ECO,5718,LGA,PBI,1,251.46
649654,BUS,2087,LGA,PBI,1,138.1
649697,BUS,5315,PBI,HPN,1,415.63
649739,ECO,994,PBI,JFK,1,129.56
649782,F_CLASS,661,LGA,PBI,1,185.13
649824,ECO_P,7403,LGA,PBI,1,235.3
649867,ECO,870,PBI,JFK,1,289.51
649909,ECO,1684,PBI,JFK,1,362.76
649952,ECO,3012,LGA,PBI,1,97.5
649994,F_CLASS,1338,LGA,PBI,1,112.5
650037,BUS,2502,PBI,LGA,1,128
650079,F_CLASS,3079,PBI,LGA,1,142
650122,F_CLASS,5005,LGA,PBI,6,154
650164,BUS,4914,LGA,PBI,2,168
650207,ECO_P,4918,PBI,LGA,1,186
650249,ECO_P,1982,PBI,LGA,1,199.5
650292,ECO,60,LGA,PBI,3,220.5
650334,ECO_P,495,LGA,PBI,1,239.5
650377,ECO_P,1562,PBI,LGA,1,259.5
650419,ECO,3947,PBI,LGA,1,286.5
650462,ECO,3464,LGA,PBI,1,307.5
650504,ECO_P,79,LGA,PBI,1,338.5
650547,BUS,5442,PBI,LGA,1,386
650589,ECO_P,2714,PBI,LGA,2,443.5
650632,BUS,2120,LGA,PBI,1,586
650674,BUS,6211,LGB,AUS,2,158
650717,ECO,5619,LGB,AUS,1,498
650759,ECO,4701,AUS,LGB,2,99.5
650802,ECO,3704,LGB,AUS,3,118.5
650844,ECO,6311,LGB,AUS,6,134
650887,F_CLASS,4291,AUS,LGB,12,148
650929,BUS,640,AUS,LGB,1,165
650972,ECO,6238,LGB,AUS,1,185.5
651014,BUS,5187,LGB,AUS,4,208
651057,BUS,4848,AUS,LGB,2,255.5
651099,ECO_P,3264,LGB,BOS,4,98
651142,ECO_P,5635,LGB,BOS,1,275
651184,ECO_P,2506,LGB,BOS,2,108
651227,BUS,4345,BOS,LGB,1,146
651269,ECO_P,6764,BOS,LGB,2,195.5
651312,BUS,330,LGB,BOS,1,247.5
651354,BUS,1719,LGB,BOS,1,171.01
651397,F_CLASS,4849,LGB,FLL,2,261
651439,F_CLASS,6351,FLL,LGB,10,114
651482,ECO_P,958,LGB,FLL,11,152
651524,F_CLASS,946,LGB,FLL,1,174.5
651567,F_CLASS,3884,FLL,LGB,1,195
651609,F_CLASS,880,FLL,LGB,1,225
651652,F_CLASS,1576,LGB,FLL,3,278
651694,BUS,1363,LGB,FLL,1,281.18
651737,BUS,6263,LGB,JFK,1,283
651779,F_CLASS,5598,LGB,JFK,1,594
651822,ECO,1764,JFK,LAX,1,263.53
651864,F_CLASS,5567,JFK,LGB,15,138
651907,ECO,1031,LGB,JFK,1,166.5
651949,ECO_P,776,LGB,JFK,7,188
651992,F_CLASS,4840,JFK,LGB,1,208.5
652034,BUS,1021,JFK,LGB,4,233
652077,ECO_P,1748,LGB,JFK,1,263
652119,BUS,5309,LGB,JFK,1,297
652162,F_CLASS,1787,JFK,LGB,1,349.5
652204,BUS,2655,LGB,JFK,1,211.51
652247,F_CLASS,7437,LGB,LAS,1,106
652289,BUS,4898,LGB,LAS,1,171
652332,F_CLASS,1831,JFK,LGB,1,188.46
652374,BUS,4792,LAS,LGB,19,65
652417,BUS,3704,LGB,LAS,11,80
652459,ECO_P,2921,LGB,LAS,14,94
652502,F_CLASS,306,LAS,LGB,5,106
652544,BUS,4610,LAS,LGB,1,116.5
652587,ECO_P,5081,LGB,LAS,2,130.5
652629,ECO_P,6028,LGB,LAS,1,143
652672,BUS,1660,LAS,LGB,2,162.5
652714,F_CLASS,679,LAS,LGB,2,184
652757,F_CLASS,3300,LGB,LAS,4,210.5
652799,BUS,3662,LGB,LAS,1,363.5
652842,F_CLASS,888,LGB,OAK,2,119
652884,ECO,88,LGB,OAK,3,198
652927,ECO,4566,OAK,LGB,1,58.5
652969,ECO,3160,OAK,LGB,1,74.5
653012,F_CLASS,6113,LGB,OAK,6,96
653054,ECO,2098,LGB,OAK,1,109.5
653097,BUS,6355,OAK,LGB,1,130.5
653139,BUS,5486,OAK,LGB,2,161.5
653182,F_CLASS,1649,LGB,PDX,3,121
653224,BUS,500,LGB,PDX,1,278
653267,F_CLASS,4666,LGB,PDX,4,89
653309,F_CLASS,4640,LGB,PDX,6,103
653352,ECO,1238,PDX,LGB,2,115.5
653394,ECO,3620,PDX,LGB,8,133
653437,ECO,5888,LGB,PDX,1,150.5
653479,F_CLASS,3532,LGB,PDX,2,170
653522,ECO_P,2920,PDX,LGB,3,207
653564,BUS,1183,PDX,LGB,2,283
653607,BUS,5905,LGB,RNO,1,112
653649,ECO,231,LGB,RNO,12,64
653692,F_CLASS,3113,RNO,LGB,3,81.5
653734,BUS,52,RNO,LGB,4,95
653777,ECO_P,2594,LGB,RNO,5,109
653819,ECO,393,LGB,RNO,2,125.5
653862,ECO_P,2688,RNO,LGB,9,146.5
653904,F_CLASS,2409,RNO,LGB,1,191.5
653947,ECO_P,6109,LGB,SEA,13,85
653989,ECO_P,1740,LGB,SEA,1,199
654032,ECO_P,1274,LGB,SEA,1,474
654074,ECO_P,5808,SEA,LGB,1,85.5
654117,ECO,5663,LGB,SEA,4,99
654159,ECO_P,738,LGB,SEA,1,113.5
654202,BUS,1060,SEA,LGB,1,127
654244,BUS,539,SEA,LGB,11,144
654287,ECO,396,LGB,SEA,2,160
654329,BUS,1769,LGB,SEA,2,177
654372,BUS,4653,SEA,LGB,2,204
654414,ECO,1281,SEA,LGB,1,233.5
654457,ECO,3842,LGB,SEA,2,290
654499,BUS,5430,LGB,SFO,4,95
654542,ECO_P,5106,LGB,SFO,1,184
654584,ECO,5607,SFO,LGB,11,51
654627,F_CLASS,2184,LGB,SFO,4,65.5
654669,BUS,5784,LGB,SFO,5,78
654712,ECO,3608,SFO,LGB,12,92.5
654754,ECO,6351,SFO,LGB,3,106
654797,ECO_P,1558,LGB,SFO,1,120.5
654839,ECO_P,5493,LGB,SFO,1,146.5
654882,ECO_P,1099,LGB,SJC,2,67
654924,ECO_P,6078,LGB,SJC,1,182
654967,ECO,5645,SJC,LGB,10,61.5
655009,ECO_P,5807,SJC,LGB,1,83
655052,ECO,3541,LGB,SJC,4,106.5
655094,BUS,901,LGB,SJC,2,142
655137,ECO,4007,LGB,SLC,6,91
655179,BUS,529,LGB,SLC,1,167
655222,ECO_P,5935,FLL,LGB,1,316.07
655264,F_CLASS,6871,SLC,LGB,8,70.5
655307,ECO,1990,LGB,SLC,14,82.5
655349,BUS,5389,LGB,SLC,17,93.5
655392,ECO_P,3305,SLC,LGB,4,105
655434,BUS,745,SLC,LGB,3,116
655477,ECO,698,LGB,SLC,1,127
655519,F_CLASS,2356,LGB,SLC,6,138
655562,ECO,922,SLC,LGB,7,149.5
655604,ECO,2848,SLC,LGB,1,161.5
655647,BUS,5702,LGB,SLC,5,177
655689,BUS,1566,LGB,SLC,2,191
655732,BUS,2289,SLC,LGB,1,212
655774,ECO,5054,SLC,LGB,3,247
655817,ECO,1790,LGB,SLC,1,322
655859,BUS,6188,LGB,SMF,4,133
655902,ECO_P,3348,LGB,SMF,1,57
655944,ECO_P,2938,LGB,SMF,1,81
655987,ECO,2647,SMF,LGB,3,99.5
656029,F_CLASS,4055,SMF,LGB,1,124.5
656072,BUS,6233,LGB,SMF,1,162
656114,BUS,2666,MCO,ALB,5,150
656157,BUS,6259,MCO,ALB,1,472
656199,ECO,2583,ALB,MCO,2,147.5
656242,BUS,932,MCO,ALB,1,208
656284,F_CLASS,1116,MCO,ALB,1,312.5
656327,F_CLASS,41,ATL,MCO,3,73
656369,BUS,2454,ATL,MCO,1,193.5
656412,BUS,2285,MCO,AUS,7,201
656454,BUS,6642,MCO,AUS,1,707
656497,ECO,2987,AUS,MCO,6,102.5
656539,ECO_P,3678,AUS,MCO,1,129
656582,BUS,5899,MCO,AUS,1,158.5
656624,F_CLASS,5171,MCO,AUS,1,208
656667,BUS,858,AUS,MCO,1,464.5
656709,BUS,1891,MCO,BDL,1,188
656752,BUS,4983,MCO,BDL,1,338
656794,ECO_P,2825,BDL,MCO,1,114
656837,F_CLASS,346,MCO,BDL,2,156.5
656879,BUS,1197,MCO,BDL,1,216
656922,F_CLASS,4767,BDL,MCO,1,298.5
656964,F_CLASS,6036,MCO,BOS,2,137
657007,BUS,5288,MCO,BOS,3,195
657049,ECO,6252,MCO,BOS,2,261
657092,F_CLASS,3719,MCO,BOS,2,322
657134,BUS,636,MCO,BOS,2,417
657177,ECO,4639,MCO,BOS,1,555
657219,ECO_P,889,MCO,BOS,1,159.86
657262,BUS,6248,MCO,BOS,1,107
657304,ECO_P,4529,MCO,BOS,1,126.5
657347,ECO,2856,BOS,MCO,3,145.5
657389,BUS,4292,BOS,MCO,2,161
657432,F_CLASS,743,MCO,BOS,1,186
657474,ECO,1261,MCO,BOS,1,207.5
657517,ECO,2191,BOS,MCO,3,231.5
657559,BUS,1813,BOS,MCO,1,260.5
657602,F_CLASS,4631,MCO,BOS,1,298.5
657644,BUS,4851,MCO,BOS,1,603.5
657687,F_CLASS,5517,MCO,BQN,1,259
657729,BUS,3726,MCO,BQN,1,528
657772,F_CLASS,6238,MCO,BQN,9,121
657814,ECO_P,6200,MCO,BQN,3,154
657857,ECO,6278,BQN,MCO,2,198
657899,ECO,2228,BQN,MCO,1,257.5
657942,ECO_P,4479,MCO,BUF,14,150
657984,BUS,5802,MCO,BUF,1,266
658027,BUS,2738,MCO,BUF,2,101
658069,BUS,1438,MCO,BUF,1,289
658112,F_CLASS,529,MCO,BWI,3,147
658154,BUS,2163,MCO,BWI,1,425
658197,ECO,4884,BWI,MCO,1,95.5
658239,ECO_P,5603,BWI,MCO,1,135.5
658282,F_CLASS,2633,MCO,DCA,1,98
658324,F_CLASS,1786,MCO,DCA,14,186
658367,ECO,5681,MCO,DCA,1,321
658409,BUS,2686,MCO,DCA,1,53.5
658452,ECO_P,3770,DCA,MCO,1,71
658494,ECO_P,1675,DCA,MCO,1,86
658537,ECO_P,472,MCO,DCA,1,101.5
658579,BUS,3646,MCO,DCA,9,118
658622,F_CLASS,4730,DCA,MCO,1,139
658664,ECO,6348,DCA,MCO,3,157
658707,ECO_P,4839,MCO,DCA,4,176.5
658749,F_CLASS,1820,MCO,DCA,1,195.5
658792,BUS,6188,DCA,MCO,1,216
658834,ECO,1480,DCA,MCO,1,258.5
658877,ECO,6851,MCO,DCA,1,374
658919,F_CLASS,1168,MCO,EWR,5,128
658962,ECO,4591,MCO,EWR,7,188
659004,BUS,6037,MCO,EWR,7,263
659047,F_CLASS,3622,MCO,EWR,1,385
659089,ECO,3707,EWR,MCO,2,53
659132,ECO_P,1607,MCO,EWR,1,75.5
659174,BUS,5660,MCO,EWR,1,91
659217,BUS,3505,EWR,MCO,2,109.5
659259,BUS,436,EWR,MCO,2,130.5
659302,BUS,3184,MCO,EWR,1,148.5
659344,ECO_P,5653,MCO,EWR,2,168.5
659387,ECO_P,2086,EWR,MCO,3,192
659429,ECO_P,5520,EWR,MCO,1,215
659472,BUS,2115,MCO,EWR,1,292
659514,F_CLASS,1456,MCO,HPN,5,159
659557,ECO,3410,MCO,HPN,3,305
659599,ECO_P,5502,MCO,HPN,1,823
659642,F_CLASS,5426,HPN,MCO,1,167.5
659684,BUS,1493,HPN,MCO,1,241.5
659727,BUS,5118,MCO,HPN,1,418.5
659769,ECO,3664,MCO,JFK,3,139
659812,BUS,1551,MCO,JFK,4,198
659854,ECO,4394,MCO,JFK,9,268
659897,F_CLASS,3392,MCO,JFK,1,352
659939,ECO_P,563,MCO,JFK,1,485
659982,F_CLASS,566,MCO,JFK,1,63.5
660024,ECO_P,4713,MCO,JFK,1,100
660067,F_CLASS,5414,JFK,MCO,5,121.5
660109,BUS,4962,JFK,MCO,2,135.5
660152,F_CLASS,2483,MCO,JFK,2,151.5
660194,F_CLASS,2106,MCO,JFK,3,167
660237,ECO,697,JFK,MCO,1,183.5
660279,ECO,1335,JFK,MCO,1,200.5
660322,F_CLASS,5264,MCO,JFK,2,230
660364,F_CLASS,2225,MCO,JFK,1,281
660407,ECO_P,5415,MCO,LAX,3,144
660449,ECO_P,4140,MCO,LAX,2,246
660492,BUS,3938,MCO,LAX,1,105.5
660534,BUS,4153,MCO,LAX,1,140
660577,ECO_P,2301,LAX,MCO,1,173
660619,ECO,2006,MCO,LGA,1,83
660662,F_CLASS,1099,MCO,LGA,3,177
660704,ECO_P,3867,MCO,LGA,1,264
660747,BUS,1483,MCO,LGA,1,391
660789,ECO,2383,MCO,LGA,1,57
660832,ECO_P,7405,LGA,MCO,7,95
660874,F_CLASS,3402,LGA,MCO,1,118
660917,BUS,5169,MCO,LGA,3,139.5
660959,F_CLASS,876,MCO,LGA,1,160.5
661002,ECO,5435,LGA,MCO,1,190
661044,BUS,4674,LGA,MCO,2,238
661087,F_CLASS,2243,MCO,ORH,1,103
661129,ECO,3363,MCO,ORH,1,318
661172,ECO,2850,ORH,MCO,2,173
661214,BUS,651,MCO,PSE,20,163
661257,ECO,6398,MCO,PSE,3,342
661299,ECO_P,3719,MCO,PSE,2,100.5
661342,ECO,119,PSE,MCO,10,131
661384,F_CLASS,5643,PSE,MCO,1,175.5
661427,F_CLASS,3400,MCO,PSE,1,238.5
661469,ECO,1773,MCO,PVD,14,131
661512,BUS,313,MCO,PVD,6,226
661554,ECO_P,5392,MCO,PVD,1,417
661597,ECO,869,MCO,PVD,1,151
661639,ECO,620,MCO,PVD,1,282
661682,F_CLASS,5535,MCO,RIC,2,237
661724,BUS,1216,MCO,RIC,2,104.5
661767,ECO,980,RIC,MCO,1,132.5
661809,ECO_P,4948,RIC,MCO,3,179.5
661852,ECO,1134,MCO,RIC,1,235
661894,F_CLASS,1314,MCO,RIC,1,568.5
661937,ECO,5048,MCO,SJU,1,222
661979,F_CLASS,3869,MCO,SJU,1,324
662022,ECO_P,2665,MCO,SJU,7,501
662064,ECO,5913,MCO,SJU,1,120
662107,ECO_P,384,SJU,MCO,1,145
662149,ECO_P,2559,ORF,LFT,1,231
662192,F_CLASS,2985,ATL,ORF,2,139
662234,ECO_P,4645,ATL,ORF,1,160.5
662277,ECO,3897,ORF,ATL,3,178.5
662319,ECO_P,5667,ORF,ATL,1,196
662362,BUS,4947,ATL,ORF,1,216
662404,F_CLASS,155,ATL,ORF,1,248
662447,ECO,4637,ORF,ATL,1,277.5
662489,BUS,92,ORF,ATL,2,304.5
662532,ECO,69,ATL,ORF,1,340.5
662574,ECO,4458,ATL,ORF,5,410
662617,ECO_P,5970,ATL,PWM,1,105.16
662659,ECO,3890,PBI,ATL,6,133
662702,ECO_P,976,PBI,ATL,13,228
662744,ECO,621,PBI,ATL,1,353
662787,F_CLASS,5116,ATL,FLL,1,140.86
662829,F_CLASS,2236,PBI,ATL,13,94.5
662872,ECO,6077,ATL,PBI,4,110
662914,F_CLASS,4598,ATL,PBI,6,124.5
662957,ECO,6111,PBI,ATL,2,138.5
662999,ECO_P,6121,PBI,ATL,1,152.5
663042,ECO,4090,ATL,PBI,2,164
663084,ECO,339,ATL,PBI,8,178.5
663127,BUS,3980,PBI,ATL,4,190
663169,BUS,1387,PBI,ATL,3,201
663212,ECO_P,1286,ATL,PBI,1,215.5
663254,ECO,6289,ATL,PBI,1,232.5
663297,F_CLASS,3785,PBI,ATL,2,250.5
663339,ECO_P,1831,PBI,ATL,2,272
663382,ECO,602,ATL,PBI,1,304
663424,ECO,6008,ATL,PBI,1,367
663467,ECO_P,1398,PHX,ATL,1,185.04
663509,BUS,5172,PBI,BOS,2,141
663552,ECO_P,571,PBI,BOS,1,244
663594,BUS,759,PBI,BOS,2,427
663637,ECO,4458,PBI,BOS,1,83
663679,F_CLASS,3446,PBI,BOS,1,230
663722,ECO_P,2541,PBI,DTW,1,245
663764,F_CLASS,408,PBI,DTW,1,187.43
663807,ECO,285,DTW,PBI,2,180
663849,BUS,4510,DTW,PBI,2,266.5
663892,ECO,818,PBI,DTW,2,392
663934,F_CLASS,4121,PBI,JFK,3,117
663977,ECO_P,2186,PBI,JFK,6,221
