ID,Gender,Age,Type,Purpose,
7119,Female,24,First-time,Business,Economy
7120,Female,24,Returning,Business,Economy Plus
7121,Female,33,Returning,Personal,Economy Plus
7122,Male,65,Returning,Personal,Economy Plus
7123,Male,17,Returning,Personal,Economy Plus
7124,Female,56,Returning,Personal,Economy Plus
7125,Male,48,Returning,Business,Business
7126,Female,60,Returning,Business,Business
7127,Male,41,Returning,Business,Business
7128,Female,59,Returning,Business,Business
7129,Male,38,Returning,Business,Business
7130,Male,38,Returning,Business,Business
7131,Male,50,Returning,Business,Business
7132,Male,32,Returning,Business,Business
7133,Female,52,Returning,Business,Business
7134,Female,18,First-time,Business,Business
7135,Male,54,Returning,Business,Business
7136,Male,50,Returning,Personal,Business
7137,Male,7,Returning,Personal,Business
7138,Male,33,Returning,Personal,Business
7139,Female,40,Returning,Business,Business
7140,Male,34,Returning,Business,Business
7141,Female,45,Returning,Business,Business
7142,Female,39,Returning,Business,Business
7143,Female,67,Returning,Business,Business
7144,Female,57,Returning,Business,Business
7145,Male,21,First-time,Business,Business
7146,Male,36,Returning,Business,Business
7147,Female,49,Returning,Business,Business
7148,Female,29,First-time,Business,Business
7149,Male,60,Returning,Business,Business
7150,Male,35,Returning,Business,Business
7151,Female,45,Returning,Business,Business
7152,Male,57,Returning,Business,Business
7153,Male,58,Returning,Business,Business
7154,Female,27,Returning,Business,Business
7155,Male,50,Returning,Business,Business
7156,Male,18,First-time,Business,Economy
7157,Female,21,First-time,Business,Business
7158,Female,45,Returning,Business,Business
7159,Female,42,Returning,Business,Business
7160,Female,26,First-time,Business,Business
7161,Male,39,First-time,Business,Business
7162,Male,49,Returning,Business,Business
7163,Male,41,Returning,Business,Business
7164,Female,36,Returning,Business,Business
7165,Male,38,Returning,Business,Economy
7166,Female,51,Returning,Business,Business
7167,Male,46,Returning,Business,Business
7168,Female,37,Returning,Business,Business
7169,Female,46,Returning,Business,Business
7170,Male,46,Returning,Business,Business
7171,Female,25,First-time,Business,Economy
7172,Female,43,Returning,Business,Business
7173,Male,45,Returning,Business,Business
7174,Male,61,Returning,Business,Economy
7175,Male,55,Returning,Business,Business
7176,Male,79,First-time,Business,Business
7177,Female,52,Returning,Business,Business
7178,Female,31,Returning,Business,Business
7179,Female,40,Returning,Business,Business
7180,Male,54,Returning,Business,Business
7181,Male,40,Returning,Business,Economy
7182,Female,23,First-time,Business,Economy
7183,Female,42,Returning,Business,Business
7184,Female,57,Returning,Business,Economy
7185,Female,46,Returning,Business,Business
7186,Male,42,Returning,Business,Business
7187,Female,36,First-time,Business,Economy
7188,Female,47,Returning,Business,Business
7189,Female,24,First-time,Business,Economy
7190,Male,47,Returning,Business,Business
7191,Female,30,Returning,Business,Economy
7192,Male,59,Returning,Business,Business
7193,Female,48,Returning,Business,Business
7194,Female,46,Returning,Business,Business
7195,Male,62,Returning,Business,Economy
7196,Male,32,Returning,Business,Business
7197,Female,38,First-time,Business,Economy
7198,Female,25,First-time,Business,Business
7199,Male,55,Returning,Business,Business
7200,Female,39,First-time,Business,Economy
7201,Female,34,Returning,Business,Economy
7202,Male,40,Returning,Business,Economy
7203,Male,34,Returning,Business,Business
7204,Female,43,Returning,Business,Business
7205,Male,52,Returning,Business,Business
7206,Female,57,Returning,Business,Business
7207,Male,50,Returning,Business,Business
7208,Male,54,First-time,Business,Business
7209,Female,42,Returning,Business,Business
7210,Male,49,Returning,Business,Business
7211,Female,27,First-time,Business,Economy
7212,Female,72,Returning,Business,Business
7213,Male,47,Returning,Business,Economy
7214,Female,23,First-time,Business,Economy
7215,Male,31,Returning,Business,Business
7216,Male,41,Returning,Business,Business
7217,Male,32,Returning,Business,Economy
7218,Male,60,Returning,Business,Business
7219,Female,49,Returning,Business,Economy
7220,Male,37,First-time,Business,Economy
7221,Female,62,Returning,Business,Business
7222,Female,30,Returning,Business,Business
7223,Male,61,Returning,Business,Business
7224,Male,54,Returning,Business,Business
7225,Female,53,Returning,Business,Economy
7226,Male,44,Returning,Business,Business
7227,Male,40,Returning,Business,Business
7228,Female,34,Returning,Business,Economy
7229,Male,43,Returning,Business,Business
7230,Male,48,Returning,Business,Business
7231,Female,43,Returning,Business,Economy
7232,Male,35,Returning,Business,Business
7233,Male,55,First-time,Business,Economy
7234,Female,38,Returning,Business,Business
7235,Male,37,Returning,Business,Business
7236,Female,30,Returning,Business,Business
7237,Female,53,Returning,Business,Business
7238,Female,47,First-time,Business,Economy
7239,Female,33,Returning,Business,Economy
7240,Female,48,Returning,Business,Business
7241,Male,37,Returning,Business,Business
7242,Male,42,Returning,Business,Economy
7243,Male,22,Returning,Personal,Economy
7244,Female,62,Returning,Personal,Economy
7245,Female,27,Returning,Personal,Economy
7246,Female,53,Returning,Personal,Economy
7247,Female,9,Returning,Personal,Economy
7248,Female,14,Returning,Personal,Economy
7249,Female,43,Returning,Personal,Economy
7250,Female,51,Returning,Personal,Economy
7251,Male,45,Returning,Personal,Economy
7252,Female,68,Returning,Personal,Economy
7253,Male,20,Returning,Personal,Economy
7254,Female,45,Returning,Personal,Economy
7255,Male,58,Returning,Personal,Economy
7256,Female,12,Returning,Personal,Economy
7257,Female,45,Returning,Personal,Economy
7258,Female,51,Returning,Personal,Economy
7259,Male,15,Returning,Personal,Economy
7260,Female,55,Returning,Personal,Economy
7261,Female,44,Returning,Personal,Economy
7262,Female,64,Returning,Personal,Economy
7263,Female,16,Returning,Personal,Economy
7264,Female,10,Returning,Personal,Economy
7265,Female,19,Returning,Personal,Economy
7266,Female,30,Returning,Personal,Economy
7267,Female,15,Returning,Personal,Economy
7268,Male,69,Returning,Personal,Economy
7269,Male,55,Returning,Personal,Economy
7270,Male,7,Returning,Personal,Economy
7271,Male,26,Returning,Personal,Economy
7272,Female,38,Returning,Personal,Economy
7273,Female,35,Returning,Personal,Economy
7274,Female,17,Returning,Personal,Economy
7275,Male,15,Returning,Personal,Economy
7276,Female,45,Returning,Personal,Economy
7277,Male,58,Returning,Personal,Economy
7278,Male,45,Returning,Personal,Economy
7279,Female,40,Returning,Personal,Economy
7280,Female,19,Returning,Personal,Economy
7281,Female,67,Returning,Personal,Economy
7282,Female,8,Returning,Personal,Economy
7283,Male,15,Returning,Personal,Economy
7284,Female,53,Returning,Personal,Economy
7285,Male,10,Returning,Personal,Economy
7286,Female,42,Returning,Personal,Economy
7287,Male,45,Returning,Personal,Economy
7288,Male,26,Returning,Personal,Economy
7289,Female,42,Returning,Personal,Economy
7290,Female,27,Returning,Personal,Economy
7291,Male,49,Returning,Personal,Economy
7292,Female,64,Returning,Personal,Economy
7293,Male,69,Returning,Personal,Economy
7294,Female,40,Returning,Personal,Economy
7295,Male,35,Returning,Personal,Economy
7296,Male,32,Returning,Personal,Economy
7297,Female,23,Returning,Personal,Economy
7298,Male,52,Returning,Business,Business
7299,Female,54,First-time,Business,Business
7300,Male,51,Returning,Business,Business
7301,Female,43,First-time,Business,Business
7302,Male,63,Returning,Business,Business
7303,Male,38,Returning,Business,Business
7304,Female,35,Returning,Business,Business
7305,Female,51,Returning,Business,Business
7306,Female,38,Returning,Business,Economy Plus
7307,Male,36,Returning,Business,Economy Plus
7308,Female,48,Returning,Business,Business
7309,Male,18,First-time,Business,Economy Plus
7310,Female,29,Returning,Business,Economy Plus
7311,Male,60,Returning,Business,Economy Plus
7312,Male,51,Returning,Business,Economy Plus
7313,Female,67,Returning,Business,Economy Plus
7314,Female,43,Returning,Personal,Economy Plus
7315,Female,59,Returning,Personal,Economy Plus
7316,Female,69,Returning,Personal,Economy Plus
7317,Male,40,Returning,Personal,Economy Plus
7318,Male,30,Returning,Personal,Economy Plus
7319,Female,59,Returning,Personal,Economy Plus
7320,Male,35,Returning,Personal,Economy Plus
7321,Female,34,Returning,Personal,Economy Plus
7322,Male,20,Returning,Personal,Economy Plus
7323,Male,32,Returning,Personal,Economy Plus
7324,Male,13,Returning,Personal,Economy Plus
7325,Female,52,Returning,Business,Business
7326,Male,20,Returning,Business,Economy Plus
7327,Female,27,First-time,Business,Business
7328,Female,52,Returning,Business,Business
7329,Male,56,Returning,Personal,Business
7330,Female,43,Returning,Business,Business
7331,Male,42,Returning,Business,Business
7332,Male,47,Returning,Business,Business
7333,Male,57,Returning,Business,Business
7334,Male,35,Returning,Business,Business
7335,Female,23,First-time,Business,Business
7336,Female,46,Returning,Business,Business
7337,Female,26,Returning,Business,Business
7338,Male,50,Returning,Business,Business
7339,Female,35,Returning,Business,Business
7340,Female,28,Returning,Business,Business
7341,Female,54,Returning,Business,Economy
7342,Female,42,Returning,Business,Economy
7343,Female,21,Returning,Personal,Economy
7344,Male,61,Returning,Personal,Economy
7345,Female,39,Returning,Personal,Economy
7346,Female,70,Returning,Personal,Economy
7347,Female,39,Returning,Personal,Economy
7348,Male,58,Returning,Business,Business
7349,Male,42,First-time,Business,Business
7350,Male,49,Returning,Business,Business
7351,Male,26,First-time,Business,Business
7352,Male,47,First-time,Business,Business
7353,Male,38,First-time,Business,Business
7354,Male,19,First-time,Business,Economy
7355,Female,44,Returning,Business,Economy
7356,Female,32,Returning,Personal,Economy
7357,Male,15,Returning,Personal,Economy
7358,Female,26,Returning,Business,Business
7359,Female,46,Returning,Personal,Business
7360,Female,38,Returning,Personal,Business
7361,Female,57,Returning,Business,Business
7362,Male,23,First-time,Business,Economy
7363,Female,56,Returning,Business,Business
7364,Female,19,First-time,Business,Business
7365,Female,42,Returning,Business,Business
7366,Female,33,Returning,Business,Economy
7367,Male,29,First-time,Business,Business
7368,Male,41,Returning,Business,Economy
7369,Female,27,Returning,Business,Business
7370,Male,66,Returning,Personal,Economy
7371,Female,18,Returning,Personal,Economy
7372,Male,65,Returning,Personal,Economy
7373,Female,22,Returning,Personal,Economy
7374,Male,39,Returning,Business,Business
7375,Male,48,Returning,Business,Business
7376,Male,28,Returning,Business,Business
7377,Female,54,Returning,Business,Business
7378,Male,9,Returning,Personal,Economy
7379,Male,19,Returning,Personal,Economy
7380,Female,49,Returning,Business,Business
7381,Female,28,Returning,Business,Business
7382,Female,12,Returning,Business,Business
7383,Female,72,First-time,Business,Business
7384,Female,14,Returning,Personal,Business
7385,Female,35,Returning,Business,Business
7386,Female,28,First-time,Business,Business
7387,Male,22,Returning,Business,Business
7388,Female,43,Returning,Business,Business
7389,Male,25,First-time,Business,Business
7390,Male,42,Returning,Business,Business
7391,Male,40,Returning,Business,Business
7392,Female,34,Returning,Business,Business
7393,Female,37,First-time,Business,Business
7394,Male,26,First-time,Business,Business
7395,Male,19,Returning,Business,Business
7396,Female,49,Returning,Business,Business
7397,Male,46,Returning,Business,Business
7398,Female,19,First-time,Business,Economy
7399,Male,57,Returning,Business,Business
7400,Male,32,First-time,Business,Business
7401,Male,41,Returning,Business,Business
7402,Female,24,First-time,Business,Economy
7403,Male,55,Returning,Business,Business
7404,Female,55,Returning,Business,Business
7405,Female,28,Returning,Business,Business
7406,Female,40,Returning,Business,Business
7407,Male,22,Returning,Business,Business
7408,Male,42,Returning,Business,Business
7409,Female,41,Returning,Business,Business
7410,Female,21,Returning,Business,Business
7411,Female,42,Returning,Business,Business
7412,Male,43,Returning,Business,Business
7413,Female,44,Returning,Business,Business
7414,Female,24,Returning,Business,Business
7415,Female,42,Returning,Business,Business
7416,Male,28,Returning,Business,Business
7417,Female,71,Returning,Business,Business
7418,Male,36,Returning,Business,Business
7419,Male,29,First-time,Business,Economy
7420,Male,54,Returning,Business,Business
7421,Female,23,Returning,Business,Economy
7422,Female,14,Returning,Business,Business
7423,Female,26,Returning,Business,Economy
7424,Male,41,Returning,Business,Business
7425,Male,37,Returning,Business,Economy
7426,Female,24,Returning,Business,Business
7427,Male,9,Returning,Business,Business
7428,Male,25,Returning,Business,Economy
7429,Male,54,Returning,Business,Business
7430,Male,23,First-time,Business,Economy
7431,Female,20,First-time,Business,Economy
7432,Male,11,Returning,Personal,Economy
7433,Female,12,Returning,Personal,Economy
7434,Male,61,Returning,Personal,Economy
7435,Male,46,Returning,Personal,Economy
7436,Male,28,Returning,Personal,Economy
7437,Female,46,Returning,Personal,Economy
7438,Female,55,Returning,Personal,Economy
7439,Female,19,Returning,Personal,Economy
7440,Female,31,Returning,Personal,Economy
7441,Female,26,Returning,Personal,Economy
7442,Female,45,Returning,Personal,Economy
7443,Male,8,Returning,Personal,Economy
7444,Female,39,Returning,Personal,Economy
7445,Female,30,Returning,Personal,Economy
7446,Female,34,Returning,Personal,Economy
7447,Male,31,Returning,Personal,Economy
7448,Male,23,Returning,Personal,Economy
7449,Male,48,Returning,Personal,Economy
7450,Male,49,Returning,Personal,Economy
7451,Female,25,Returning,Personal,Economy
7452,Male,47,Returning,Business,Business
7453,Male,60,Returning,Business,Business
7454,Male,53,Returning,Business,Business
7455,Female,39,First-time,Business,Business
7456,Male,56,Returning,Business,Business
7457,Female,38,Returning,Business,Economy Plus
7458,Female,39,Returning,Business,Economy Plus
7459,Female,9,Returning,Personal,Economy Plus
7460,Male,43,Returning,Personal,Economy Plus
7461,Female,44,Returning,Business,Business
7462,Male,56,Returning,Business,Business
7463,Female,45,Returning,Business,Business
7464,Female,58,Returning,Business,Business
7465,Female,57,Returning,Business,Business
7466,Male,57,Returning,Business,Business
7467,Female,45,Returning,Business,Business
7468,Male,31,Returning,Business,Business
7469,Female,34,First-time,Business,Economy
7470,Male,22,First-time,Business,Economy
7471,Female,21,First-time,Business,Business
7472,Female,68,Returning,Personal,Economy
7473,Female,58,Returning,Personal,Economy
7474,Female,37,Returning,Personal,Economy
7475,Female,60,Returning,Business,Business
7476,Male,68,Returning,Business,Business
7477,Male,32,Returning,Personal,Economy Plus
7478,Male,48,Returning,Business,Business
7479,Female,25,First-time,Business,Business
7480,Female,52,Returning,Personal,Business
7481,Female,46,Returning,Business,Business
7482,Male,46,Returning,Business,Business
7483,Male,25,First-time,Business,Business
7484,Female,39,Returning,Business,Business
7485,Male,52,Returning,Business,Business
7486,Female,36,Returning,Business,Business
7487,Female,30,First-time,Business,Economy
7488,Female,45,Returning,Business,Business
7489,Male,9,Returning,Business,Business
7490,Male,19,First-time,Business,Business
7491,Male,22,First-time,Business,Economy
7492,Female,38,Returning,Business,Business
7493,Female,47,Returning,Business,Business
7494,Female,16,Returning,Business,Business
7495,Male,35,Returning,Personal,Economy
7496,Female,24,Returning,Personal,Economy
7497,Female,22,Returning,Personal,Economy
7498,Female,55,Returning,Personal,Economy
7499,Female,68,Returning,Personal,Economy
7500,Female,28,Returning,Business,Economy Plus
7501,Female,23,Returning,Personal,Economy Plus
7502,Male,50,Returning,Personal,Economy Plus
7503,Female,22,Returning,Personal,Economy Plus
7504,Female,60,Returning,Business,Business
7505,Male,21,First-time,Business,Business
7506,Male,34,Returning,Business,Business
7507,Female,50,Returning,Business,Business
7508,Male,46,Returning,Personal,Business
7509,Female,64,First-time,Business,Business
7510,Male,32,First-time,Business,Business
7511,Male,49,Returning,Business,Business
7512,Male,44,Returning,Business,Business
7513,Female,47,Returning,Business,Business
7514,Female,23,First-time,Business,Economy
7515,Female,59,Returning,Business,Business
7516,Male,25,First-time,Business,Business
7517,Male,48,Returning,Business,Business
7518,Male,32,Returning,Business,Business
7519,Female,35,Returning,Business,Business
7520,Female,38,Returning,Business,Business
7521,Male,29,First-time,Business,Business
7522,Male,26,Returning,Business,Business
7523,Female,41,Returning,Business,Business
7524,Male,55,Returning,Business,Business
7525,Male,42,Returning,Business,Business
7526,Female,34,Returning,Business,Business
7527,Female,23,Returning,Business,Business
7528,Female,35,Returning,Business,Economy
7529,Male,26,Returning,Business,Business
7530,Male,65,Returning,Business,Business
7531,Male,28,First-time,Business,Economy
7532,Male,31,Returning,Business,Business
7533,Male,38,Returning,Business,Business
7534,Male,33,Returning,Personal,Economy
7535,Male,54,Returning,Personal,Economy
7536,Female,14,First-time,Personal,Economy
7537,Female,16,Returning,Personal,Economy
7538,Male,30,Returning,Personal,Economy
7539,Female,69,Returning,Personal,Economy
7540,Female,17,Returning,Personal,Economy
7541,Female,7,Returning,Personal,Economy
7542,Male,41,Returning,Personal,Economy
7543,Male,66,Returning,Personal,Economy
7544,Male,56,Returning,Business,Business
7545,Male,40,Returning,Business,Business
7546,Female,23,First-time,Business,Economy
7547,Female,50,Returning,Business,Business
7548,Female,38,Returning,Business,Business
7549,Male,51,Returning,Business,Business
7550,Female,44,Returning,Business,Business
7551,Female,33,Returning,Business,Business
7552,Female,36,Returning,Business,Business
7553,Male,25,First-time,Business,Business
7554,Female,46,Returning,Business,Business
7555,Female,51,Returning,Business,Business
7556,Female,57,Returning,Business,Economy
7557,Male,8,Returning,Personal,Economy
7558,Female,59,Returning,Personal,Economy
7559,Male,32,Returning,Personal,Economy
7560,Male,66,Returning,Personal,Economy
7561,Male,48,Returning,Personal,Economy
7562,Male,59,Returning,Business,Business
7563,Female,51,Returning,Business,Business
7564,Female,38,Returning,Personal,Economy Plus
7565,Male,52,Returning,Business,Business
7566,Male,45,Returning,Business,Business
7567,Female,17,Returning,Personal,Business
7568,Female,53,Returning,Business,Business
7569,Female,34,Returning,Business,Business
7570,Female,39,Returning,Business,Business
7571,Female,52,Returning,Business,Business
7572,Female,59,Returning,Business,Business
7573,Male,30,Returning,Business,Business
7574,Female,27,First-time,Business,Economy
7575,Female,43,First-time,Business,Business
7576,Male,28,Returning,Business,Business
7577,Female,59,Returning,Business,Business
7578,Male,23,First-time,Business,Business
7579,Male,57,Returning,Business,Business
7580,Male,26,First-time,Business,Business
7581,Male,57,Returning,Business,Business
7582,Female,12,Returning,Business,Business
7583,Male,46,Returning,Business,Economy
7584,Male,46,Returning,Personal,Economy
7585,Female,49,Returning,Personal,Economy
7586,Female,52,Returning,Personal,Economy
7587,Male,27,Returning,Personal,Economy
7588,Male,50,Returning,Personal,Economy
7589,Female,49,Returning,Personal,Economy
7590,Male,53,Returning,Personal,Economy
7591,Female,50,Returning,Business,Business
7592,Female,45,Returning,Business,Business
7593,Male,54,Returning,Business,Business
7594,Male,57,Returning,Business,Business
7595,Male,58,Returning,Personal,Economy Plus
7596,Female,17,Returning,Business,Business
7597,Female,54,Returning,Business,Business
7598,Female,40,Returning,Business,Business
7599,Male,48,Returning,Business,Business
7600,Female,58,Returning,Business,Business
7601,Male,25,Returning,Business,Business
7602,Male,20,Returning,Business,Business
7603,Male,27,Returning,Business,Business
7604,Female,28,First-time,Business,Business
7605,Male,48,Returning,Business,Economy
7606,Female,40,Returning,Business,Business
7607,Female,9,First-time,Business,Business
7608,Female,38,Returning,Business,Economy
7609,Male,70,Returning,Business,Business
7610,Male,14,Returning,Personal,Economy
7611,Female,9,Returning,Personal,Economy
7612,Female,32,Returning,Personal,Economy
7613,Male,32,Returning,Personal,Economy
7614,Female,15,Returning,Personal,Economy
7615,Female,58,Returning,Personal,Economy
7616,Male,20,Returning,Personal,Economy
7617,Male,39,Returning,Business,Business
7618,Male,50,Returning,Business,Business
7619,Male,77,Returning,Business,Economy Plus
7620,Female,8,Returning,Business,Economy Plus
7621,Male,23,First-time,Business,Business
7622,Male,52,Returning,Business,Business
7623,Male,42,Returning,Business,Business
7624,Female,49,Returning,Business,Business
7625,Female,59,Returning,Business,Business
7626,Female,17,First-time,Business,Economy
7627,Female,29,Returning,Personal,Business
7628,Female,43,Returning,Business,Business
7629,Female,47,Returning,Business,Business
7630,Female,34,Returning,Business,Business
7631,Female,57,Returning,Business,Business
7632,Male,51,Returning,Business,Business
7633,Male,50,First-time,Business,Business
7634,Male,26,First-time,Business,Business
7635,Female,45,Returning,Business,Business
7636,Female,20,First-time,Business,Business
7637,Female,43,Returning,Business,Business
7638,Female,47,Returning,Business,Business
7639,Female,40,Returning,Business,Economy
7640,Female,32,Returning,Business,Business
7641,Male,49,Returning,Business,Business
7642,Female,43,Returning,Business,Business
7643,Male,31,Returning,Business,Business
7644,Male,48,Returning,Business,Business
7645,Male,50,First-time,Business,Business
7646,Male,49,Returning,Business,Business
7647,Male,45,Returning,Business,Business
7648,Female,51,Returning,Business,Business
7649,Female,22,First-time,Business,Economy
7650,Male,40,Returning,Business,Business
7651,Female,26,Returning,Business,Business
7652,Female,23,Returning,Business,Business
7653,Female,20,Returning,Business,Business
7654,Female,58,Returning,Business,Business
7655,Female,21,First-time,Business,Business
7656,Male,8,First-time,Business,Business
7657,Male,35,Returning,Business,Business
7658,Female,26,First-time,Business,Business
7659,Male,72,Returning,Business,Economy
7660,Male,57,Returning,Business,Business
7661,Female,40,First-time,Business,Business
7662,Male,51,Returning,Business,Business
7663,Male,23,Returning,Business,Economy
7664,Female,41,Returning,Business,Business
7665,Female,43,Returning,Business,Business
7666,Female,29,First-time,Business,Business
7667,Female,32,First-time,Business,Economy
7668,Female,25,First-time,Business,Business
7669,Female,42,Returning,Business,Business
7670,Female,34,First-time,Business,Business
7671,Female,16,Returning,Business,Business
7672,Female,29,First-time,Business,Economy
7673,Male,47,Returning,Business,Economy
7674,Female,35,Returning,Business,Economy
7675,Female,42,Returning,Business,Economy
7676,Male,49,Returning,Business,Business
7677,Female,22,First-time,Business,Economy
7678,Male,39,Returning,Business,Economy
7679,Male,30,Returning,Business,Business
7680,Female,25,First-time,Business,Economy
7681,Male,58,Returning,Business,Economy
7682,Male,57,Returning,Business,Economy
7683,Male,54,Returning,Business,Economy
7684,Male,64,Returning,Business,Economy
7685,Male,21,First-time,Business,Economy
7686,Female,34,Returning,Business,Business
7687,Female,21,Returning,Business,Economy
7688,Female,37,First-time,Business,Economy
7689,Male,47,Returning,Personal,Economy
7690,Male,67,Returning,Personal,Economy
7691,Male,31,Returning,Personal,Economy
7692,Female,24,Returning,Personal,Economy
7693,Male,24,Returning,Personal,Economy
7694,Female,23,Returning,Personal,Economy
7695,Female,26,Returning,Personal,Economy
7696,Female,68,Returning,Personal,Economy
7697,Female,8,Returning,Personal,Economy
7698,Female,29,Returning,Personal,Economy
7699,Female,52,Returning,Personal,Economy
7700,Male,22,Returning,Personal,Economy
7701,Female,53,Returning,Personal,Economy
7702,Male,57,Returning,Personal,Economy
7703,Female,11,Returning,Personal,Economy
7704,Female,21,Returning,Personal,Economy
7705,Male,30,Returning,Personal,Economy
7706,Female,60,Returning,Personal,Economy
7707,Male,53,Returning,Personal,Economy
7708,Female,24,First-time,Business,Economy
7709,Male,50,Returning,Business,Business
7710,Female,52,Returning,Business,Economy Plus
7711,Male,50,Returning,Business,Business
7712,Female,30,Returning,Business,Business
7713,Male,38,Returning,Personal,Business
7714,Female,38,Returning,Business,Business
7715,Male,51,Returning,Business,Business
7716,Female,40,Returning,Business,Business
7717,Female,24,First-time,Business,Business
7718,Male,27,First-time,Business,Business
7719,Male,42,Returning,Business,Business
7720,Female,59,Returning,Business,Business
7721,Male,54,Returning,Business,Business
7722,Male,40,First-time,Business,Business
7723,Female,43,Returning,Business,Business
7724,Male,25,First-time,Business,Economy
7725,Female,60,Returning,Business,Business
7726,Female,11,Returning,Personal,Economy
7727,Female,45,Returning,Personal,Economy
7728,Female,64,Returning,Personal,Economy
7729,Male,35,Returning,Personal,Economy
7730,Female,40,Returning,Personal,Economy
7731,Male,46,Returning,Business,Business
7732,Female,51,Returning,Business,Business
7733,Female,47,Returning,Business,Business
7734,Female,56,Returning,Business,Business
7735,Male,24,First-time,Business,Business
7736,Male,51,Returning,Business,Business
7737,Female,18,Returning,Business,Business
7738,Male,25,First-time,Business,Business
7739,Female,25,First-time,Business,Business
7740,Male,24,Returning,Business,Business
7741,Female,30,First-time,Business,Economy
7742,Male,25,Returning,Personal,Economy
7743,Male,39,Returning,Business,Economy Plus
7744,Male,42,Returning,Business,Economy Plus
7745,Male,48,Returning,Business,Business
7746,Male,43,Returning,Business,Business
7747,Female,25,First-time,Business,Business
7748,Female,43,Returning,Business,Business
7749,Male,39,Returning,Business,Business
7750,Male,26,Returning,Business,Economy
7751,Female,44,Returning,Business,Business
7752,Female,39,Returning,Business,Economy
7753,Male,64,Returning,Personal,Economy
7754,Female,44,Returning,Personal,Economy
7755,Male,10,Returning,Personal,Economy
7756,Female,16,Returning,Personal,Economy
7757,Female,49,Returning,Personal,Economy
7758,Female,21,First-time,Business,Business
7759,Female,45,Returning,Business,Business
7760,Male,42,Returning,Business,Business
7761,Female,54,Returning,Business,Business
7762,Female,44,Returning,Business,Business
7763,Female,21,First-time,Business,Economy
7764,Female,35,First-time,Business,Business
7765,Female,58,Returning,Business,Business
7766,Female,22,First-time,Business,Economy
7767,Female,41,Returning,Business,Business
7768,Male,55,Returning,Business,Business
7769,Female,25,Returning,Business,Business
7770,Female,72,Returning,Business,Business
7771,Female,25,First-time,Business,Business
7772,Female,51,Returning,Business,Business
7773,Female,44,Returning,Business,Business
7774,Male,47,Returning,Business,Business
7775,Female,55,Returning,Business,Economy
7776,Female,25,Returning,Personal,Economy
7777,Female,56,Returning,Personal,Economy
7778,Male,31,Returning,Personal,Economy
7779,Male,12,Returning,Personal,Economy
7780,Female,23,Returning,Personal,Economy
7781,Female,60,Returning,Personal,Economy
7782,Male,52,Returning,Business,Economy Plus
7783,Male,52,Returning,Business,Business
7784,Female,31,Returning,Business,Business
7785,Female,28,Returning,Personal,Business
7786,Male,20,Returning,Personal,Business
7787,Female,40,Returning,Business,Business
7788,Male,43,Returning,Business,Business
7789,Male,52,Returning,Business,Business
7790,Male,35,First-time,Business,Business
7791,Male,44,Returning,Business,Business
7792,Female,24,Returning,Business,Business
7793,Male,60,Returning,Business,Business
7794,Female,30,First-time,Business,Business
7795,Female,53,Returning,Business,Business
7796,Female,31,Returning,Business,Business
7797,Female,21,Returning,Business,Business
7798,Male,39,First-time,Business,Economy
7799,Female,51,Returning,Business,Business
7800,Female,26,First-time,Business,Business
7801,Male,38,First-time,Business,Economy
7802,Female,44,Returning,Business,Business
7803,Male,29,Returning,Business,Business
7804,Female,60,Returning,Business,Business
7805,Female,25,Returning,Business,Business
7806,Male,25,First-time,Business,Business
7807,Female,34,Returning,Business,Business
7808,Female,39,Returning,Business,Business
7809,Female,46,Returning,Business,Economy
7810,Male,29,First-time,Business,Economy
7811,Female,38,First-time,Business,Business
7812,Male,8,Returning,Business,Business
7813,Female,26,Returning,Business,Business
7814,Female,58,Returning,Business,Economy
7815,Male,49,Returning,Business,Economy
7816,Male,30,First-time,Business,Economy
7817,Female,22,Returning,Business,Business
7818,Male,58,Returning,Business,Business
7819,Female,36,Returning,Business,Business
7820,Male,45,Returning,Business,Economy
7821,Female,30,First-time,Business,Economy
7822,Female,43,Returning,Personal,Economy
7823,Male,62,Returning,Personal,Economy
7824,Female,57,Returning,Personal,Economy
7825,Male,64,Returning,Personal,Economy
7826,Male,41,Returning,Personal,Economy
7827,Female,36,Returning,Personal,Economy
7828,Female,36,Returning,Personal,Economy
7829,Female,33,Returning,Personal,Economy
7830,Male,48,Returning,Personal,Economy
7831,Male,22,Returning,Personal,Economy
7832,Male,63,Returning,Personal,Economy
7833,Female,61,Returning,Personal,Economy
7834,Male,27,Returning,Personal,Economy
7835,Male,59,Returning,Business,Business
7836,Male,29,Returning,Business,Business
7837,Female,45,Returning,Personal,Economy Plus
7838,Male,9,Returning,Personal,Economy Plus
7839,Female,7,Returning,Personal,Economy Plus
7840,Male,51,Returning,Personal,Economy Plus
7841,Male,54,First-time,Business,Business
7842,Female,48,Returning,Business,Business
7843,Male,23,First-time,Business,Business
7844,Male,26,Returning,Business,Business
7845,Male,58,Returning,Business,Business
7846,Female,44,Returning,Business,Business
7847,Female,52,Returning,Business,Business
7848,Female,51,Returning,Business,Business
7849,Male,30,Returning,Business,Business
7850,Female,30,First-time,Business,Economy
7851,Male,40,Returning,Business,Economy
7852,Female,45,Returning,Business,Business
7853,Female,33,Returning,Business,Business
7854,Female,46,Returning,Business,Business
7855,Male,15,Returning,Personal,Economy
7856,Male,33,Returning,Personal,Economy
7857,Female,50,Returning,Personal,Economy
